Guid	Url	Answer	ExtractAnnotation	TargetVariableJson	AnswerJson	ConditionsJson
abcc2c4f-6ddd-11ea-9a10-ccda262736ce	https://socratic.org/questions/570d40a87c014941f945b1d0	3.08 × 10^(-14) M	start physical_unit 5 6 concentration mol/l qc_end physical_unit 10 11 16 17 [h3o+] qc_end physical_unit 10 11 21 22 kw qc_end end	[{"type":"physical unit","value":"Concentration [OF] hydroxide anions [IN] M"}]	[{"type":"physical unit","value":"3.08 × 10^(-14) M"}]	[{"type":"physical unit","value":"[H3O+] [OF] the aqueous solution [=] \\pu{0.325 M}"},{"type":"physical unit","value":"Kw [OF] the aqueous solution [=] \\pu{10^(-14) mol^2L^2}"}]
aa175fdb-6ddd-11ea-88c7-ccda262736ce	https://socratic.org/questions/what-is-the-formula-for-mercury-ii-nitride	Hg3N2	start chemical_formula qc_end substance 5 7 qc_end end	[{"type":"other","value":"Chemical Formula [OF] mercury (II) nitride [IN] default"}]	[{"type":"chemical equation","value":"Hg3N2"}]	[{"type":"substance name","value":"Mercury (II) nitride"}]
a95701c6-6ddd-11ea-a6d8-ccda262736ce	https://socratic.org/questions/what-is-the-formula-for-nickel-ii-phosphate	Ni3(PO4)2	start chemical_formula qc_end substance 5 7 qc_end end	[{"type":"other","value":"Chemical Formula [OF] nickel (II) phosphate [IN] default"}]	[{"type":"chemical equation","value":"Ni3(PO4)2"}]	[{"type":"substance name","value":"Nickel (II) phosphate"}]
a90e035c-6ddd-11ea-84b4-ccda262736ce	https://socratic.org/questions/the-pressure-acting-on-60-cubic-meters-of-gas-is-raised-from-236-kpa-to-354-kpa-	40 cubic meters	start physical_unit 26 27 volume m^3 qc_end physical_unit 26 27 4 6 volume qc_end physical_unit 26 27 12 13 pressure qc_end physical_unit 26 27 15 16 pressure qc_end c_other constant_temperature qc_end end	[{"type":"physical unit","value":"Volume2 [OF] the gas [IN] cubic meters"}]	[{"type":"physical unit","value":"40 cubic meters"}]	[{"type":"physical unit","value":"Volume1 [OF] the gas [=] \\pu{60 cubic meters}"},{"type":"physical unit","value":"Pressure1 [OF] the gas [=] \\pu{236 kPa}"},{"type":"physical unit","value":"Pressure2 [OF] the gas [=] \\pu{354 kPa}"},{"type":"other","value":"ConstantTemperature"}]
ac5e3ce4-6ddd-11ea-9f38-ccda262736ce	https://socratic.org/questions/if-1-35-g-of-aluminum-is-mixed-with-6-0-moles-of-copper-ii-chloride-what-mass-of	4.77 g	start physical_unit 11 11 mass g qc_end physical_unit 4 4 1 2 mass qc_end physical_unit 11 13 8 9 mole qc_end end	[{"type":"physical unit","value":"Mass [OF] copper [IN] g"}]	[{"type":"physical unit","value":"4.77 g"}]	[{"type":"physical unit","value":"Mass [OF] aluminum [=] \\pu{1.35 g}"},{"type":"physical unit","value":"Mole [OF] copper (II) chloride [=] \\pu{6.0 moles}"}]
ac9615e6-6ddd-11ea-862d-ccda262736ce	https://socratic.org/questions/how-would-you-balance-na-h2o-naoh-h2	2 Na + 2 H2O -> 2 NaOH + H2	start chemical_equation qc_end chemical_equation 4 10 qc_end end	[{"type":"other","value":"Chemical Equation [OF] the equation"}]	[{"type":"chemical equation","value":"2 Na + 2 H2O -> 2 NaOH + H2"}]	[{"type":"chemical equation","value":"Na + H2O -> NaOH + H2"}]
a8c2ec58-6ddd-11ea-b559-ccda262736ce	https://socratic.org/questions/how-do-i-find-the-percentage-composition-of-chlorine-in-cocl-2	54.61%	start physical_unit 8 10 percent_composition none qc_end chemical_equation 10 10 qc_end end	[{"type":"physical unit","value":"Percentage composition [OF] Chlorine in COCl2"}]	[{"type":"physical unit","value":"54.61%"}]	[{"type":"chemical equation","value":"COCl2"}]
a997c766-6ddd-11ea-a85f-ccda262736ce	https://socratic.org/questions/a-sample-of-argon-gas-occupies-a-volume-of-950-ml-at-25-c-what-volume-will-the-g	1029.70 mL	start physical_unit 1 4 volume ml qc_end physical_unit 1 4 9 10 volume qc_end physical_unit 1 4 12 13 temperature qc_end physical_unit 1 4 21 22 temperature qc_end c_other OTHER qc_end end	[{"type":"physical unit","value":"Volume2 [OF] argon gas sample [IN] mL"}]	[{"type":"physical unit","value":"1029.70 mL"}]	[{"type":"physical unit","value":"Volume1 [OF] argon gas sample [=] \\pu{950 mL}"},{"type":"physical unit","value":"Temperature1 [OF] argon gas sample [=] \\pu{25 ℃}"},{"type":"physical unit","value":"Temperature2 [OF] argon gas sample [=] \\pu{50 ℃}"},{"type":"other","value":"The pressure remains constant."}]
a9a65846-6ddd-11ea-b771-ccda262736ce	https://socratic.org/questions/what-is-the-molarity-of-a-sample-of-phosphoric-acid-if-15-00-ml-of-2-m-koh-was-r	1.25 M	start physical_unit 6 9 molarity mol/l qc_end physical_unit 25 26 21 22 volume qc_end physical_unit 16 16 14 15 molarity qc_end end	[{"type":"physical unit","value":"Molarity [OF] phosphoric acid sample [IN] M"}]	[{"type":"physical unit","value":"1.25 M"}]	[{"type":"physical unit","value":"Volume [OF] H3PO4 sample [=] \\pu{12 ml}"},{"type":"physical unit","value":"Volume [OF] KOH solution [=] \\pu{15.00 ml}"},{"type":"physical unit","value":"Molarity [OF] KOH solution [=] \\pu{2 M}"}]
abd6f840-6ddd-11ea-b00a-ccda262736ce	https://socratic.org/questions/if-1-93-10-3-mol-of-argon-occupies-a-65-8-ml-container-at-20-degrees-celsius-wha	536.56 torr	start physical_unit 6 6 pressure torr qc_end physical_unit 6 6 1 4 mole qc_end physical_unit 6 6 9 10 volume qc_end physical_unit 6 6 13 15 temperature qc_end end	[{"type":"physical unit","value":"Pressure [OF] argon [IN] torr"}]	[{"type":"physical unit","value":"536.56 torr"}]	[{"type":"physical unit","value":"Mole [OF] argon [=] \\pu{1.93 × 10^(-3) mol}"},{"type":"physical unit","value":"Volume [OF] argon [=] \\pu{65.8 mL}"},{"type":"physical unit","value":"Temperature [OF] argon [=] \\pu{20 degrees Celsius}"}]
a8ff8608-6ddd-11ea-bae1-ccda262736ce	https://socratic.org/questions/to-sterilize-a-50-0-g-glass-baby-battle-we-must-raise-its-temperature-from-22-c-	3066 J	start physical_unit 5 7 heat_energy j qc_end physical_unit 5 7 3 4 mass qc_end physical_unit 5 7 14 15 temperature qc_end physical_unit 5 7 17 18 temperature qc_end end	[{"type":"physical unit","value":"Required heat [OF] glass baby battle [IN] J"}]	[{"type":"physical unit","value":"3066 J"}]	[{"type":"physical unit","value":"Mass [OF] glass baby battle [=] \\pu{50.0 g}"},{"type":"physical unit","value":"Temperature1 [OF] glass baby battle [=] \\pu{22 ℃}"},{"type":"physical unit","value":"Temperature2 [OF] glass baby battle [=] \\pu{95.0 ℃}"}]
a95e5e8c-6ddd-11ea-8cef-ccda262736ce	https://socratic.org/questions/the-reaction-of-iron-with-hydrochloric-acid-is-represented-by-the-following-ther	1.90 L	start physical_unit 31 31 volume l qc_end physical_unit 0 1 19 20 heat_energy qc_end c_other OTHER qc_end c_other STP qc_end chemical_equation 37 44 qc_end physical_unit 0 1 47 48 deltah qc_end physical_unit 0 1 51 56 constant_r qc_end end	[{"type":"physical unit","value":"volume [OF] H2(g) [IN] L"}]	[{"type":"physical unit","value":"1.90 L"}]	[{"type":"physical unit","value":"Released heat [OF] the reaction [=] \\pu{7.36 kJ}"},{"type":"other","value":"Constant pressure."},{"type":"other","value":"STP"},{"type":"chemical equation","value":"Fe(s) + 2 HCl(aq) -> FeCl2(aq) + H2(g)"},{"type":"physical unit","value":"deltaH [OF] the reaction [=] \\pu{-87.9 kJ}"},{"type":"physical unit","value":"R [OF] the reaction [=] \\pu{0.0821 (L * atm)/(K * mol)}"}]
a8cff694-6ddd-11ea-8bb4-ccda262736ce	https://socratic.org/questions/5a1a74bb7c01496a7da17519	4.9	start physical_unit 5 6 ph none qc_end physical_unit 15 15 10 11 volume qc_end physical_unit 15 15 13 14 molarity qc_end physical_unit 22 23 17 18 volume qc_end physical_unit 22 23 20 21 molarity qc_end physical_unit 15 15 28 28 pka qc_end end	[{"type":"physical unit","value":"pH [OF] the solution"}]	[{"type":"physical unit","value":"4.9"}]	[{"type":"physical unit","value":"Volume [OF] ammonia [=] \\pu{100 mL}"},{"type":"physical unit","value":"Molarity [OF] ammonia [=] \\pu{0.5 mol/L}"},{"type":"physical unit","value":"Volume [OF] hydrochloric acid [=] \\pu{50 mL}"},{"type":"physical unit","value":"Molarity [OF] hydrochloric acid [=] \\pu{1 M}"},{"type":"physical unit","value":"pKa [OF] ammonia [=] \\pu{9.25}"}]
ac765f12-6ddd-11ea-80da-ccda262736ce	https://socratic.org/questions/a-flask-contains-methane-chlorine-and-carbon-monoxide-gases-the-partial-pressure	1.11 atm	start physical_unit 29 30 total_pressure atm qc_end end	[{"type":"physical unit","value":"Total pressure [OF] the flask [IN] atm"}]	[{"type":"physical unit","value":"1.11 atm"}]	[{"type":"physical unit","value":"Partial pressure [OF] methane gas [=] \\pu{0.215 atm}"},{"type":"physical unit","value":"Partial pressure [OF] chlorine gas [=] \\pu{50 torr}"},{"type":"physical unit","value":"Partial pressure [OF] carbon monoxide gas [=] \\pu{0.826 atm}"}]
a8e7c764-6ddd-11ea-a64c-ccda262736ce	https://socratic.org/questions/a-sample-of-hydrogen-gas-h-2-has-a-volume-of-8-56-l-at-a-temperature-of-0-oc-and	0.6 moles	start physical_unit 31 32 mole mol qc_end end	[{"type":"physical unit","value":"Mole [OF] H2 molecules [IN] moles"}]	[{"type":"physical unit","value":"0.6 moles"}]	[{"type":"physical unit","value":"Volume [OF] H2 gas [=] \\pu{8.56 L}"},{"type":"physical unit","value":"Temperature [OF] H2 gas [=] \\pu{0 ℃}"},{"type":"physical unit","value":"Pressure [OF] H2 gas [=] \\pu{1.5 atm}"}]
a9ac43a2-6ddd-11ea-b684-ccda262736ce	https://socratic.org/questions/how-much-heat-is-absorbed-by-a-2000-kg-granite-boulder-as-energy-from-the-sun-ca	3.00 MJ	start physical_unit 9 10 heat_energy mj qc_end physical_unit 9 10 7 8 mass qc_end physical_unit 9 10 22 23 temperature qc_end physical_unit 9 10 25 26 temperature qc_end end	[{"type":"physical unit","value":"Absorbed heat [OF] granite boulder [IN] MJ"}]	[{"type":"physical unit","value":"3.00 MJ"}]	[{"type":"physical unit","value":"Mass [OF] granite boulder [=] \\pu{2000 kg}"},{"type":"physical unit","value":"Temperature1 [OF] granite boulder [=] \\pu{10 ℃}"},{"type":"physical unit","value":"Temperature2 [OF] granite boulder [=] \\pu{29 ℃}"}]
a97cb7fa-6ddd-11ea-8125-ccda262736ce	https://socratic.org/questions/what-is-the-molar-concentration-of-hydrogen-ions-if-12-drops-of-a-benzoic-acid-h	1.3 × 10^(-9) M	start physical_unit 6 7 molarity mol/l qc_end physical_unit 26 27 24 25 molarity qc_end end	[{"type":"physical unit","value":"Molar concentration [OF] hydrogen ions [IN] M"}]	[{"type":"physical unit","value":"1.3 × 10^(-9) M"}]	[{"type":"physical unit","value":"Number [OF] HC7H5O2 solution drops [=] \\pu{12}"},{"type":"physical unit","value":"Number [OF] KOH solution drops [=] \\pu{26}"},{"type":"physical unit","value":"Molar concentration [OF] KOH solution [=] \\pu{0.40 M}"}]
ab441ad2-6ddd-11ea-a70d-ccda262736ce	https://socratic.org/questions/if-5-00-l-of-hydrogen-gas-measured-at-20-0-c-and-80-1-kpa-is-burned-in-an-excess	0.33 grams	start physical_unit 4 5 mass g qc_end physical_unit 4 5 1 2 volume qc_end physical_unit 4 5 8 9 temperature qc_end physical_unit 4 5 11 12 pressure qc_end c_other OTHER qc_end end	[{"type":"physical unit","value":"Mass [OF] hydrogen gas [IN] grams"}]	[{"type":"physical unit","value":"0.33 grams"}]	[{"type":"physical unit","value":"Volume [OF] hydrogen gas [=] \\pu{5.00 L}"},{"type":"physical unit","value":"Temperature [OF] hydrogen gas [=] \\pu{20.0 ℃}"},{"type":"physical unit","value":"Pressure [OF] hydrogen gas [=] \\pu{80.1 kPa}"},{"type":"other","value":"Excess oxygen."}]
acb533e4-6ddd-11ea-86ca-ccda262736ce	https://socratic.org/questions/a-common-laboratory-preparation-for-small-for-quantities-of-o-2-is-to-decompose-	91.91%	start physical_unit 43 44 percent_yield none qc_end chemical_equation 16 23 qc_end physical_unit 31 31 28 29 mass qc_end physical_unit 9 9 33 34 mass qc_end end	[{"type":"physical unit","value":"Percent yield [OF] the reaction"}]	[{"type":"physical unit","value":"91.91%"}]	[{"type":"chemical equation","value":"2 KClO3(s) -> 2 KCl(s) + 3 O2(g)"},{"type":"physical unit","value":"Mass [OF] KCIO3 [=] \\pu{2.00 g}"},{"type":"physical unit","value":"Mass [OF] O2 [=] \\pu{0.720 g}"}]
a911d3db-6ddd-11ea-a62a-ccda262736ce	https://socratic.org/questions/how-do-you-balance-nh3-o2-no2-h2o-the-number-in-the-parenthasis-are-subscribts-t	4 NH3 + 7 O2 -> 4 NO2 + 6 H2O	start chemical_equation qc_end chemical_equation 4 10 qc_end end	[{"type":"other","value":"Chemical Equation [OF] the equation"}]	[{"type":"chemical equation","value":"4 NH3 + 7 O2 -> 4 NO2 + 6 H2O"}]	[{"type":"chemical equation","value":"NH3 + O2 -> NO2 + H2O"}]
a83d4c34-6ddd-11ea-8d5e-ccda262736ce	https://socratic.org/questions/58e54ff97c0149694e54e5e4	0.05 mol/L	start physical_unit 19 19 volume mol/l qc_end physical_unit 10 12 6 7 mass qc_end physical_unit 19 19 15 16 volume qc_end end	[{"type":"physical unit","value":"Volume [OF] copper sulfate pentahydrate solution [IN] mol/L"}]	[{"type":"physical unit","value":"0.05 mol/L"}]	[{"type":"physical unit","value":"Mass [OF] copper sulfate pentahydrate [=] \\pu{1.24 g}"},{"type":"physical unit","value":"Volume [OF] solution [=] \\pu{100 cm^3}"}]
ac30dc58-6ddd-11ea-898e-ccda262736ce	https://socratic.org/questions/a-250-ml-sample-of-oxygen-is-collected-over-water-at-25-c-and-760-0-torr-pressur	736.20 mmHg	start physical_unit 22 24 pressure mmhg qc_end physical_unit 3 5 1 2 volume qc_end physical_unit 3 5 11 12 temperature qc_end physical_unit 3 5 14 15 pressure qc_end end	[{"type":"physical unit","value":"Pressure [OF] the dry gas [IN] mmHg"}]	[{"type":"physical unit","value":"736.20 mmHg"}]	[{"type":"physical unit","value":"Volume [OF] oxygen sample [=] \\pu{250 mL}"},{"type":"physical unit","value":"Temperature [OF] oxygen sample [=] \\pu{25 ℃}"},{"type":"physical unit","value":"Pressure [OF] oxygen sample [=] \\pu{760.0 torr}"},{"type":"substance name","value":"Water "}]
aad5d492-6ddd-11ea-b8c4-ccda262736ce	https://socratic.org/questions/when-4-22-moles-of-al-reacts-with-5-0-moles-of-hbr-how-many-moles-of-h-2-are-for	2.5 moles	start physical_unit 15 15 mole mol qc_end physical_unit 4 4 1 2 mole qc_end physical_unit 10 10 7 8 mole qc_end end	[{"type":"physical unit","value":"Mole [OF] H2 [IN] moles"}]	[{"type":"physical unit","value":"2.5 moles"}]	[{"type":"physical unit","value":"Mole [OF] Al [=] \\pu{4.22 moles}"},{"type":"physical unit","value":"Mole [OF] HBr [=] \\pu{5.0 moles}"}]
aacac046-6ddd-11ea-84ba-ccda262736ce	https://socratic.org/questions/if-you-have-3-mol-of-glucose-in-6-l-of-solution-what-is-the-molarity-of-the-solu	0.50 M	start physical_unit 17 18 molarity mol/l qc_end physical_unit 6 6 3 4 mole qc_end physical_unit 11 11 8 9 volume qc_end end	[{"type":"physical unit","value":"Molarity [OF] the solution [IN] M"}]	[{"type":"physical unit","value":"0.50 M"}]	[{"type":"physical unit","value":"Mole [OF] glucose [=] \\pu{3 mol}"},{"type":"physical unit","value":"Volume [OF] glucose solution [=] \\pu{6 L}"}]
a96c988b-6ddd-11ea-811c-ccda262736ce	https://socratic.org/questions/if-i-inhale-2-20-l-of-gas-at-a-temperature-of-18-c-at-a-pressure-of-1-50-atm-how	0.14 moles	start physical_unit 6 6 mole mol qc_end physical_unit 6 6 3 4 volume qc_end physical_unit 6 6 11 12 temperature qc_end physical_unit 6 6 17 18 pressure qc_end end	[{"type":"physical unit","value":"Mole [OF] gas [IN] moles"}]	[{"type":"physical unit","value":"0.14 moles"}]	[{"type":"physical unit","value":"Volume [OF] gas [=] \\pu{2.20 L}"},{"type":"physical unit","value":"Temperature [OF] gas [=] \\pu{18 ℃}"},{"type":"physical unit","value":"Pressure [OF] gas [=] \\pu{1.50 atm}"}]
ac21bfa2-6ddd-11ea-9c0b-ccda262736ce	https://socratic.org/questions/a-gas-has-a-volume-of-2-00-l-at-323-k-and-3-00-atm-what-will-be-the-new-volume-i	5.07 L	start physical_unit 1 1 volume l qc_end physical_unit 1 1 6 7 volume qc_end physical_unit 1 1 12 13 pressure qc_end physical_unit 1 1 34 35 pressure qc_end physical_unit 1 1 9 10 temperature qc_end physical_unit 1 1 26 27 temperature qc_end end	[{"type":"physical unit","value":"Volume2 [OF] the gas [IN] L"}]	[{"type":"physical unit","value":"5.07 L"}]	[{"type":"physical unit","value":"Volume1 [OF] the gas [=] \\pu{2.00 L}"},{"type":"physical unit","value":"Pressure1 [OF] the gas [=] \\pu{3.00 atm}"},{"type":"physical unit","value":"Pressure2 [OF] the gas [=] \\pu{1 atm}"},{"type":"physical unit","value":"Temperature1 [OF] the gas [=] \\pu{323 K}"},{"type":"physical unit","value":"Temperature2 [OF] the gas [=] \\pu{273 K}"}]
a9ce3548-6ddd-11ea-94ce-ccda262736ce	https://socratic.org/questions/what-is-the-molecular-mass-of-a-compound-if-560ml-have-a-mass-of-1-10g-at-stp	44.59 g/mol	start physical_unit 6 7 molecular_weight g/mol qc_end physical_unit 6 7 9 10 volume qc_end physical_unit 6 7 15 16 mass qc_end c_other STP qc_end end	[{"type":"physical unit","value":"Molecular mass [OF] a compound [IN] g/mol"}]	[{"type":"physical unit","value":"44.59 g/mol"}]	[{"type":"physical unit","value":"Volume [OF] a compound [=] \\pu{560 mL}"},{"type":"physical unit","value":"Mass [OF] a compound [=] \\pu{1.10 g}"},{"type":"other","value":"STP"}]
a8d5114b-6ddd-11ea-b81d-ccda262736ce	https://socratic.org/questions/c-2h-4-3o-2-2co-2-2h-2o-if-you-start-with-45-grams-of-ethylene-c-2h-4-how-many-g	141.42 grams	start physical_unit 23 24 mass g qc_end chemical_equation 0 9 qc_end physical_unit 0 0 14 15 mass qc_end end	[{"type":"physical unit","value":"Mass [OF] carbon dioxide [IN] grams"}]	[{"type":"physical unit","value":"141.42 grams"}]	[{"type":"chemical equation","value":"C2H4 + 3 O2 -> 2 CO2 + 2 H2O"},{"type":"physical unit","value":"Mass [OF] C2H4 [=] \\pu{45 grams}"}]
ace52fb8-6ddd-11ea-b033-ccda262736ce	https://socratic.org/questions/how-many-copper-atoms-are-in-5-6-moles-of-cu-2o	6.74 × 10^24	start physical_unit 2 3 number none qc_end physical_unit 9 9 6 7 mole qc_end end	[{"type":"physical unit","value":"Number [OF] copper atoms"}]	[{"type":"physical unit","value":"6.74 × 10^24"}]	[{"type":"physical unit","value":"Mole [OF] Cu2O [=] \\pu{5.6 moles}"}]
a8e50837-6ddd-11ea-b3f7-ccda262736ce	https://socratic.org/questions/how-many-grams-of-sodium-fluoride-naf-are-needed-to-prepare-a-0-400-m-naf-soluti	12.60 g	start physical_unit 6 6 mass g qc_end physical_unit 14 15 12 13 molarity qc_end physical_unit 20 20 18 19 mass qc_end end	[{"type":"physical unit","value":"Mass [OF] NaF [IN] grams"}]	[{"type":"physical unit","value":"12.60 g"}]	[{"type":"physical unit","value":"Molarity [OF] NaF solution [=] \\pu{0.400 M}"},{"type":"physical unit","value":"Mass [OF] water [=] \\pu{750 g}"}]
aab5d5ae-6ddd-11ea-bfa3-ccda262736ce	https://socratic.org/questions/what-is-the-actual-formula-for-iron-rust	Fe2O3	start chemical_formula qc_end substance 6 7 qc_end end	[{"type":"other","value":"Chemical Formula [OF] iron rust [IN] default"}]	[{"type":"chemical equation","value":"Fe2O3"}]	[{"type":"substance name","value":"Iron rust"}]
a8aa7bc6-6ddd-11ea-a877-ccda262736ce	https://socratic.org/questions/in-the-equation-2c-2h-6-7o-2-4co-2-6h-2o-if-15-g-of-c-2h-6-react-with-45-g-of-o-	27 grams	start physical_unit 29 29 mass g qc_end chemical_equation 3 13 qc_end physical_unit 4 4 15 16 mass qc_end physical_unit 7 7 21 22 mass qc_end end	[{"type":"physical unit","value":"Mass [OF] water [IN] grams"}]	[{"type":"physical unit","value":"27 grams"}]	[{"type":"chemical equation","value":"2 C2H6 + 7 O2 -> 4 CO2 + 6 H2O"},{"type":"physical unit","value":"Mass [OF] C2H6 [=] \\pu{15 g}"},{"type":"physical unit","value":"Mass [OF] O2 [=] \\pu{45 g}"}]
aab51264-6ddd-11ea-a2f3-ccda262736ce	https://socratic.org/questions/how-do-you-calculate-the-molarity-m-of-157-6-g-of-h-2so-4-in-1-170-l-of-solution	1.37 M	start physical_unit 11 11 molarity mol/l qc_end physical_unit 11 11 8 9 mass qc_end physical_unit 16 16 13 14 volume qc_end end	[{"type":"physical unit","value":"Molarity [OF] H2SO4 solution [IN] M"}]	[{"type":"physical unit","value":"1.37 M"}]	[{"type":"physical unit","value":"Mass [OF] H2SO4 [=] \\pu{157.6 g}"},{"type":"physical unit","value":"Volume [OF] H2SO4 solution [=] \\pu{1.170 L}"}]
